dataset,rep,M,S,MS,K_star,rf_acc,rf_rmin,rf_rmaj,Kstar_acc,Kstar_rmin,Kstar_rmaj,K0_acc,K0_rmin,K0_rmaj,K10_acc,K10_rmin,K10_rmaj,K20_acc,K20_rmin,K20_rmaj,K30_acc,K30_rmin,K30_rmaj
adult,21,0.113747,0.092809,0.010557,20,0.844667,0.593315,0.923751,0.846667,0.593315,0.926380,0.846000,0.593315,0.925504,0.846667,0.593315,0.926380,0.846667,0.593315,0.926380,0.846000,0.593315,0.925504
adult,22,0.112032,0.078384,0.008782,30,0.844000,0.565460,0.931639,0.845333,0.568245,0.932515,0.846000,0.571031,0.932515,0.846000,0.571031,0.932515,0.845333,0.568245,0.932515,0.845333,0.568245,0.932515
adult,23,0.118891,0.088387,0.010508,30,0.851333,0.610028,0.927257,0.855333,0.615599,0.930762,0.856000,0.618384,0.930762,0.856667,0.618384,0.931639,0.855333,0.615599,0.930762,0.855333,0.615599,0.930762
adult,24,0.114604,0.120254,0.013782,30,0.852000,0.612813,0.927257,0.851333,0.623955,0.922875,0.851333,0.623955,0.922875,0.852000,0.623955,0.923751,0.852000,0.626741,0.922875,0.851333,0.623955,0.922875
adult,25,0.106888,0.135865,0.014522,0,0.848667,0.601671,0.926380,0.852000,0.607242,0.929010,0.852000,0.607242,0.929010,0.850667,0.607242,0.927257,0.851333,0.610028,0.927257,0.850000,0.610028,0.925504
adult,26,0.109746,0.063211,0.006937,0,0.846000,0.598886,0.923751,0.848000,0.604457,0.924628,0.848000,0.604457,0.924628,0.848667,0.607242,0.924628,0.848667,0.607242,0.924628,0.848000,0.610028,0.922875
adult,27,0.108031,0.086169,0.009309,30,0.852667,0.618384,0.926380,0.847333,0.598886,0.925504,0.848000,0.604457,0.924628,0.847333,0.601671,0.924628,0.846667,0.598886,0.924628,0.847333,0.598886,0.925504
adult,28,0.107173,0.145634,0.015608,30,0.853333,0.612813,0.929010,0.856667,0.618384,0.931639,0.855333,0.615599,0.930762,0.856667,0.615599,0.932515,0.856667,0.618384,0.931639,0.856667,0.618384,0.931639
adult,29,0.110031,0.106045,0.011668,30,0.841333,0.601671,0.916740,0.842667,0.607242,0.916740,0.840667,0.604457,0.914987,0.840667,0.604457,0.914987,0.840667,0.604457,0.914987,0.842667,0.607242,0.916740
musk,0,0.004547,0.712080,0.003238,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,1,0.003032,0.413569,0.001254,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,2,0.005847,0.144229,0.000843,0,0.999495,0.996721,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,3,0.003898,0.268325,0.001046,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,4,0.002165,0.788164,0.001707,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,5,0.004981,0.459213,0.002287,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,6,0.001949,0.681221,0.001328,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,7,0.005630,0.475769,0.002679,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,8,0.004331,0.733498,0.003177,0,0.999495,0.996721,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,9,0.003248,0.000000,0.000000,0,0.998990,0.993443,1.000000,0.998990,0.993443,1.000000,0.998990,0.993443,1.000000,0.998990,0.993443,1.000000,0.998990,0.993443,1.000000,0.998990,0.993443,1.000000
musk,10,0.001732,0.593623,0.001028,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,11,0.004547,0.729883,0.003319,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,12,0.003898,0.617267,0.002406,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,13,0.004547,0.670495,0.003049,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,14,0.004114,0.000000,0.000000,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,15,0.004764,0.000000,0.000000,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,16,0.002165,0.493889,0.001069,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,17,0.003248,0.738748,0.002400,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,18,0.004114,0.632230,0.002601,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,19,0.005847,0.071123,0.000416,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,20,0.005847,0.527475,0.003084,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,21,0.003248,0.761136,0.002472,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,22,0.002165,0.000000,0.000000,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,23,0.003032,0.679909,0.002061,0,0.999495,0.996721,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,24,0.003681,0.489304,0.001801,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,25,0.002815,0.518051,0.001458,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,26,0.003248,0.000000,0.000000,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,27,0.001949,0.507771,0.000990,0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,28,0.004331,0.779777,0.003377,0,0.996970,0.980328,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
musk,29,0.004331,0.453749,0.001965,0,1.000000,1.000000,1.000000,0.999495,0.996721,1.000000,0.999495,0.996721,1.000000,0.999495,0.996721,1.000000,0.999495,0.996721,1.000000,0.999495,0.996721,1.000000
nomao,0,0.046013,0.089624,0.004124,20,0.953333,0.922897,0.965485,0.954000,0.920561,0.967351,0.954000,0.920561,0.967351,0.954000,0.920561,0.967351,0.954000,0.920561,0.967351,0.954000,0.920561,0.967351
nomao,1,0.036868,0.035138,0.001295,0,0.942667,0.908879,0.956157,0.942667,0.906542,0.957090,0.942667,0.906542,0.957090,0.942667,0.906542,0.957090,0.942667,0.906542,0.957090,0.942667,0.906542,0.957090
nomao,2,0.040011,0.064845,0.002595,0,0.942667,0.897196,0.960821,0.944000,0.894860,0.963619,0.944000,0.894860,0.963619,0.944000,0.894860,0.963619,0.944000,0.894860,0.963619,0.944000,0.894860,0.963619
nomao,3,0.041155,0.059944,0.002467,0,0.953333,0.894860,0.976679,0.952667,0.892523,0.976679,0.952667,0.892523,0.976679,0.952667,0.892523,0.976679,0.952667,0.892523,0.976679,0.953333,0.894860,0.976679
nomao,4,0.044584,0.086210,0.003844,10,0.952000,0.908879,0.969216,0.953333,0.908879,0.971082,0.953333,0.908879,0.971082,0.953333,0.908879,0.971082,0.953333,0.908879,0.971082,0.953333,0.908879,0.971082
nomao,5,0.041155,0.060326,0.002483,0,0.956000,0.920561,0.970149,0.956000,0.918224,0.971082,0.956000,0.918224,0.971082,0.956000,0.918224,0.971082,0.956000,0.918224,0.971082,0.956000,0.918224,0.971082
nomao,6,0.040869,0.046223,0.001889,0,0.945333,0.880841,0.971082,0.944667,0.878505,0.971082,0.944667,0.878505,0.971082,0.944667,0.878505,0.971082,0.944667,0.878505,0.971082,0.944667,0.878505,0.971082
nomao,7,0.036582,0.116910,0.004277,30,0.946000,0.866822,0.977612,0.946667,0.866822,0.978545,0.946667,0.866822,0.978545,0.946667,0.866822,0.978545,0.946667,0.866822,0.978545,0.946667,0.866822,0.978545
nomao,8,0.041726,0.110632,0.004616,30,0.950667,0.906542,0.968284,0.950667,0.911215,0.966418,0.951333,0.911215,0.967351,0.951333,0.911215,0.967351,0.950667,0.911215,0.966418,0.950667,0.911215,0.966418
nomao,9,0.043727,0.051868,0.002268,30,0.952000,0.894860,0.974813,0.950667,0.890187,0.974813,0.951333,0.892523,0.974813,0.951333,0.892523,0.974813,0.950667,0.890187,0.974813,0.950667,0.890187,0.974813
nomao,10,0.039726,0.024442,0.000971,0,0.949333,0.897196,0.970149,0.950667,0.899533,0.971082,0.950667,0.899533,0.971082,0.950667,0.899533,0.971082,0.950667,0.899533,0.971082,0.950667,0.899533,0.971082
nomao,11,0.039726,0.040385,0.001604,0,0.938000,0.862150,0.968284,0.937333,0.859813,0.968284,0.937333,0.859813,0.968284,0.937333,0.859813,0.968284,0.937333,0.859813,0.968284,0.937333,0.859813,0.968284
nomao,12,0.044584,0.098540,0.004393,0,0.949333,0.899533,0.969216,0.950667,0.904206,0.969216,0.950667,0.904206,0.969216,0.950667,0.904206,0.969216,0.950667,0.904206,0.969216,0.950667,0.904206,0.969216
nomao,13,0.038297,0.084163,0.003223,30,0.948000,0.913551,0.961754,0.950000,0.913551,0.964552,0.950000,0.913551,0.964552,0.950000,0.913551,0.964552,0.950000,0.913551,0.964552,0.950000,0.913551,0.964552
nomao,14,0.042298,0.042123,0.001782,0,0.958667,0.913551,0.976679,0.959333,0.913551,0.977612,0.959333,0.913551,0.977612,0.959333,0.913551,0.977612,0.959333,0.913551,0.977612,0.959333,0.913551,0.977612
nomao,15,0.038582,0.103350,0.003988,0,0.942000,0.876168,0.968284,0.940667,0.871495,0.968284,0.940667,0.871495,0.968284,0.940667,0.871495,0.968284,0.940667,0.871495,0.968284,0.940667,0.871495,0.968284
nomao,16,0.041440,0.075052,0.003110,0,0.958000,0.918224,0.973881,0.960667,0.922897,0.975746,0.960667,0.922897,0.975746,0.960667,0.922897,0.975746,0.960667,0.922897,0.975746,0.960667,0.922897,0.975746
nomao,17,0.038868,0.053229,0.002069,0,0.950667,0.904206,0.969216,0.952000,0.906542,0.970149,0.952000,0.906542,0.970149,0.952000,0.906542,0.970149,0.952000,0.906542,0.970149,0.952000,0.906542,0.970149
nomao,18,0.042869,0.063421,0.002719,30,0.957333,0.929907,0.968284,0.958000,0.929907,0.969216,0.958000,0.929907,0.969216,0.958000,0.929907,0.969216,0.958000,0.929907,0.969216,0.958000,0.929907,0.969216
nomao,19,0.040297,0.108102,0.004356,30,0.946667,0.897196,0.966418,0.949333,0.899533,0.969216,0.949333,0.899533,0.969216,0.949333,0.899533,0.969216,0.949333,0.899533,0.969216,0.949333,0.899533,0.969216
nomao,20,0.048014,0.107010,0.005138,0,0.960667,0.913551,0.979478,0.960000,0.908879,0.980410,0.960000,0.908879,0.980410,0.960000,0.908879,0.980410,0.960000,0.908879,0.980410,0.960000,0.908879,0.980410
nomao,21,0.040583,0.025445,0.001033,0,0.940667,0.876168,0.966418,0.942000,0.876168,0.968284,0.942000,0.876168,0.968284,0.941333,0.876168,0.967351,0.941333,0.876168,0.967351,0.941333,0.876168,0.967351
nomao,22,0.038297,0.087511,0.003351,30,0.949333,0.899533,0.969216,0.952667,0.904206,0.972015,0.952000,0.901869,0.972015,0.952000,0.901869,0.972015,0.952667,0.904206,0.972015,0.952667,0.904206,0.972015
nomao,23,0.037725,0.046572,0.001757,0,0.942000,0.850467,0.978545,0.942000,0.850467,0.978545,0.942000,0.850467,0.978545,0.942000,0.850467,0.978545,0.942000,0.850467,0.978545,0.942000,0.850467,0.978545
nomao,24,0.042012,0.096843,0.004069,0,0.948000,0.899533,0.967351,0.948667,0.899533,0.968284,0.948667,0.899533,0.968284,0.948667,0.899533,0.968284,0.948667,0.899533,0.968284,0.948667,0.899533,0.968284
nomao,25,0.042298,0.041242,0.001744,0,0.945333,0.883178,0.970149,0.944667,0.878505,0.971082,0.944667,0.878505,0.971082,0.944667,0.878505,0.971082,0.944667,0.878505,0.971082,0.944667,0.878505,0.971082
nomao,26,0.036868,0.163869,0.006041,20,0.950000,0.922897,0.960821,0.949333,0.918224,0.961754,0.949333,0.918224,0.961754,0.949333,0.918224,0.961754,0.949333,0.918224,0.961754,0.948667,0.915888,0.961754
nomao,27,0.042298,0.086471,0.003658,0,0.957333,0.911215,0.975746,0.959333,0.913551,0.977612,0.959333,0.913551,0.977612,0.959333,0.913551,0.977612,0.959333,0.913551,0.977612,0.959333,0.913551,0.977612
nomao,28,0.042012,0.069706,0.002928,0,0.949333,0.878505,0.977612,0.948667,0.878505,0.976679,0.948667,0.878505,0.976679,0.948667,0.878505,0.976679,0.948667,0.878505,0.976679,0.948667,0.878505,0.976679
nomao,29,0.036582,0.064673,0.002366,0,0.946000,0.908879,0.960821,0.949333,0.913551,0.963619,0.949333,0.913551,0.963619,0.949333,0.913551,0.963619,0.949333,0.913551,0.963619,0.949333,0.913551,0.963619
bank-marketing,0,0.073450,0.050182,0.003686,0,0.898000,0.302857,0.976604,0.898000,0.302857,0.976604,0.898000,0.302857,0.976604,0.898000,0.302857,0.976604,0.898000,0.302857,0.976604,0.898000,0.302857,0.976604
bank-marketing,1,0.075736,0.068704,0.005203,0,0.894000,0.291429,0.973585,0.894667,0.291429,0.974340,0.894667,0.291429,0.974340,0.894667,0.291429,0.974340,0.895333,0.291429,0.975094,0.895333,0.291429,0.975094
bank-marketing,2,0.071449,0.035057,0.002505,0,0.896000,0.320000,0.972075,0.895333,0.320000,0.971321,0.895333,0.320000,0.971321,0.895333,0.320000,0.971321,0.895333,0.320000,0.971321,0.895333,0.320000,0.971321
bank-marketing,3,0.063161,0.048726,0.003078,0,0.904667,0.405714,0.970566,0.902000,0.400000,0.968302,0.902000,0.400000,0.968302,0.902000,0.400000,0.968302,0.902000,0.400000,0.968302,0.902000,0.400000,0.968302
bank-marketing,4,0.064018,0.032170,0.002059,0,0.890000,0.331429,0.963774,0.890667,0.337143,0.963774,0.890667,0.337143,0.963774,0.890667,0.337143,0.963774,0.890667,0.337143,0.963774,0.890667,0.337143,0.963774
bank-marketing,5,0.062589,0.056997,0.003567,0,0.889333,0.285714,0.969057,0.888667,0.274286,0.969811,0.888667,0.274286,0.969811,0.888667,0.274286,0.969811,0.888667,0.274286,0.969811,0.888667,0.274286,0.969811
bank-marketing,6,0.072878,0.021860,0.001593,0,0.900667,0.325714,0.976604,0.898667,0.308571,0.976604,0.898667,0.308571,0.976604,0.898667,0.308571,0.976604,0.898667,0.308571,0.976604,0.898667,0.308571,0.976604
bank-marketing,7,0.073450,0.061109,0.004488,0,0.897333,0.302857,0.975849,0.897333,0.302857,0.975849,0.897333,0.302857,0.975849,0.897333,0.302857,0.975849,0.897333,0.302857,0.975849,0.897333,0.302857,0.975849
bank-marketing,8,0.070020,0.057323,0.004014,0,0.898000,0.331429,0.972830,0.898000,0.331429,0.972830,0.898000,0.331429,0.972830,0.898000,0.331429,0.972830,0.898000,0.331429,0.972830,0.898000,0.331429,0.972830
bank-marketing,9,0.077451,0.021325,0.001652,0,0.905333,0.320000,0.982642,0.904667,0.320000,0.981887,0.904667,0.320000,0.981887,0.904667,0.320000,0.981887,0.904667,0.320000,0.981887,0.904667,0.320000,0.981887
bank-marketing,10,0.070877,0.025134,0.001781,0,0.899333,0.308571,0.977358,0.899333,0.308571,0.977358,0.899333,0.308571,0.977358,0.899333,0.308571,0.977358,0.899333,0.308571,0.977358,0.899333,0.308571,0.977358
bank-marketing,11,0.059160,0.064451,0.003813,30,0.898000,0.308571,0.975849,0.897333,0.325714,0.972830,0.897333,0.325714,0.972830,0.897333,0.325714,0.972830,0.897333,0.325714,0.972830,0.897333,0.325714,0.972830
bank-marketing,12,0.077451,0.076953,0.005960,0,0.898667,0.354286,0.970566,0.898667,0.360000,0.969811,0.898667,0.360000,0.969811,0.898667,0.360000,0.969811,0.898667,0.360000,0.969811,0.898667,0.360000,0.969811
bank-marketing,13,0.077736,0.022315,0.001735,0,0.895333,0.297143,0.974340,0.894667,0.291429,0.974340,0.894667,0.291429,0.974340,0.894667,0.291429,0.974340,0.894667,0.291429,0.974340,0.894667,0.291429,0.974340
bank-marketing,14,0.076308,0.027341,0.002086,0,0.901333,0.314286,0.978868,0.900667,0.314286,0.978113,0.900667,0.314286,0.978113,0.900667,0.314286,0.978113,0.900667,0.314286,0.978113,0.900667,0.314286,0.978113
bank-marketing,15,0.069163,0.031221,0.002159,0,0.885333,0.308571,0.961509,0.884667,0.297143,0.962264,0.884667,0.297143,0.962264,0.884667,0.297143,0.962264,0.884667,0.297143,0.962264,0.884667,0.297143,0.962264
bank-marketing,16,0.067734,0.043929,0.002975,0,0.898667,0.331429,0.973585,0.901333,0.342857,0.975094,0.901333,0.342857,0.975094,0.901333,0.342857,0.975094,0.901333,0.342857,0.975094,0.901333,0.342857,0.975094
bank-marketing,17,0.070592,0.061519,0.004343,30,0.895333,0.297143,0.974340,0.894667,0.297143,0.973585,0.895333,0.302857,0.973585,0.895333,0.302857,0.973585,0.895333,0.302857,0.973585,0.894667,0.297143,0.973585
bank-marketing,18,0.066019,0.058307,0.003849,0,0.902000,0.302857,0.981132,0.903333,0.308571,0.981887,0.903333,0.308571,0.981887,0.903333,0.308571,0.981887,0.903333,0.308571,0.981887,0.903333,0.308571,0.981887
bank-marketing,19,0.074879,0.032635,0.002444,0,0.894000,0.314286,0.970566,0.894000,0.308571,0.971321,0.894000,0.308571,0.971321,0.894000,0.308571,0.971321,0.894000,0.308571,0.971321,0.894000,0.308571,0.971321
bank-marketing,20,0.073450,0.068031,0.004997,0,0.898000,0.297143,0.977358,0.899333,0.314286,0.976604,0.899333,0.314286,0.976604,0.899333,0.314286,0.976604,0.899333,0.314286,0.976604,0.899333,0.314286,0.976604
bank-marketing,21,0.074307,0.029253,0.002174,0,0.904000,0.348571,0.977358,0.904000,0.348571,0.977358,0.904000,0.348571,0.977358,0.904000,0.348571,0.977358,0.904000,0.348571,0.977358,0.904000,0.348571,0.977358
bank-marketing,22,0.064590,0.055982,0.003616,0,0.884667,0.262857,0.966792,0.886000,0.274286,0.966792,0.886000,0.274286,0.966792,0.886000,0.274286,0.966792,0.886000,0.274286,0.966792,0.886000,0.274286,0.966792
bank-marketing,23,0.072021,0.048199,0.003471,0,0.897333,0.268571,0.980377,0.896667,0.268571,0.979623,0.896667,0.268571,0.979623,0.896667,0.268571,0.979623,0.896667,0.268571,0.979623,0.896667,0.268571,0.979623
bank-marketing,24,0.072021,0.072174,0.005198,0,0.904000,0.320000,0.981132,0.904000,0.325714,0.980377,0.904000,0.325714,0.980377,0.904000,0.325714,0.980377,0.904000,0.325714,0.980377,0.904000,0.325714,0.980377
bank-marketing,25,0.069163,0.055742,0.003855,30,0.898000,0.320000,0.974340,0.898000,0.331429,0.972830,0.898000,0.331429,0.972830,0.898000,0.331429,0.972830,0.898000,0.331429,0.972830,0.898000,0.331429,0.972830
bank-marketing,26,0.060875,0.043262,0.002634,30,0.890000,0.297143,0.968302,0.890667,0.302857,0.968302,0.890667,0.302857,0.968302,0.890667,0.302857,0.968302,0.890667,0.302857,0.968302,0.890667,0.302857,0.968302
bank-marketing,27,0.066590,0.089605,0.005967,30,0.895333,0.245714,0.981132,0.896667,0.257143,0.981132,0.896000,0.251429,0.981132,0.896000,0.251429,0.981132,0.896667,0.257143,0.981132,0.896667,0.257143,0.981132
bank-marketing,28,0.072021,0.051562,0.003714,10,0.900000,0.285714,0.981132,0.899333,0.285714,0.980377,0.899333,0.285714,0.980377,0.899333,0.285714,0.980377,0.899333,0.285714,0.980377,0.900000,0.291429,0.980377
bank-marketing,29,0.076022,0.038430,0.002922,30,0.900000,0.268571,0.983396,0.900000,0.268571,0.983396,0.899333,0.262857,0.983396,0.900000,0.268571,0.983396,0.900000,0.268571,0.983396,0.900000,0.268571,0.983396
breast-cancer-uci,0,0.170000,0.157592,0.026791,30,0.709302,0.423077,0.833333,0.709302,0.423077,0.833333,0.709302,0.423077,0.833333,0.709302,0.423077,0.833333,0.709302,0.423077,0.833333,0.709302,0.423077,0.833333
breast-cancer-uci,1,0.140000,0.122008,0.017081,30,0.709302,0.269231,0.900000,0.709302,0.269231,0.900000,0.709302,0.269231,0.900000,0.709302,0.269231,0.900000,0.709302,0.269231,0.900000,0.709302,0.269231,0.900000
breast-cancer-uci,2,0.145000,0.154600,0.022417,30,0.755814,0.461538,0.883333,0.744186,0.461538,0.866667,0.732558,0.461538,0.850000,0.732558,0.461538,0.850000,0.732558,0.461538,0.850000,0.744186,0.461538,0.866667
breast-cancer-uci,3,0.150000,0.101102,0.015165,10,0.686047,0.346154,0.833333,0.697674,0.384615,0.833333,0.686047,0.384615,0.816667,0.697674,0.384615,0.833333,0.709302,0.384615,0.850000,0.697674,0.346154,0.850000
breast-cancer-uci,4,0.110000,0.237052,0.026076,0,0.651163,0.192308,0.850000,0.662791,0.230769,0.850000,0.662791,0.230769,0.850000,0.674419,0.230769,0.866667,0.686047,0.230769,0.883333,0.686047,0.230769,0.883333
breast-cancer-uci,5,0.155000,0.099047,0.015352,30,0.720930,0.346154,0.883333,0.720930,0.346154,0.883333,0.720930,0.346154,0.883333,0.720930,0.346154,0.883333,0.720930,0.346154,0.883333,0.720930,0.346154,0.883333
breast-cancer-uci,6,0.145000,0.206623,0.029960,0,0.720930,0.269231,0.916667,0.709302,0.269231,0.900000,0.709302,0.269231,0.900000,0.709302,0.269231,0.900000,0.709302,0.269231,0.900000,0.709302,0.269231,0.900000
breast-cancer-uci,7,0.125000,0.057314,0.007164,0,0.686047,0.230769,0.883333,0.697674,0.307692,0.866667,0.697674,0.307692,0.866667,0.697674,0.307692,0.866667,0.697674,0.307692,0.866667,0.697674,0.307692,0.866667
breast-cancer-uci,8,0.195000,0.121819,0.023755,0,0.697674,0.423077,0.816667,0.720930,0.500000,0.816667,0.720930,0.500000,0.816667,0.720930,0.500000,0.816667,0.720930,0.500000,0.816667,0.709302,0.500000,0.800000
breast-cancer-uci,9,0.135000,0.240177,0.032424,20,0.697674,0.346154,0.850000,0.720930,0.346154,0.883333,0.709302,0.307692,0.883333,0.720930,0.346154,0.883333,0.720930,0.346154,0.883333,0.720930,0.346154,0.883333
breast-cancer-uci,10,0.150000,0.144164,0.021625,30,0.686047,0.346154,0.833333,0.686047,0.307692,0.850000,0.697674,0.346154,0.850000,0.686047,0.307692,0.850000,0.686047,0.307692,0.850000,0.686047,0.307692,0.850000
breast-cancer-uci,11,0.190000,0.101359,0.019258,30,0.732558,0.307692,0.916667,0.697674,0.307692,0.866667,0.720930,0.346154,0.883333,0.720930,0.346154,0.883333,0.709302,0.346154,0.866667,0.697674,0.307692,0.866667
breast-cancer-uci,12,0.135000,0.193205,0.026083,0,0.697674,0.346154,0.850000,0.697674,0.384615,0.833333,0.697674,0.384615,0.833333,0.697674,0.384615,0.833333,0.697674,0.384615,0.833333,0.686047,0.384615,0.816667
breast-cancer-uci,13,0.195000,0.044907,0.008757,0,0.686047,0.384615,0.816667,0.686047,0.384615,0.816667,0.686047,0.384615,0.816667,0.686047,0.384615,0.816667,0.697674,0.384615,0.833333,0.697674,0.384615,0.833333
breast-cancer-uci,14,0.140000,0.183852,0.025739,10,0.732558,0.461538,0.850000,0.744186,0.423077,0.883333,0.732558,0.423077,0.866667,0.744186,0.423077,0.883333,0.755814,0.423077,0.900000,0.755814,0.423077,0.900000
breast-cancer-uci,15,0.175000,0.092929,0.016263,20,0.686047,0.346154,0.833333,0.674419,0.269231,0.850000,0.697674,0.346154,0.850000,0.686047,0.307692,0.850000,0.674419,0.269231,0.850000,0.686047,0.269231,0.866667
breast-cancer-uci,16,0.220000,0.096081,0.021138,10,0.709302,0.269231,0.900000,0.732558,0.307692,0.916667,0.732558,0.307692,0.916667,0.732558,0.307692,0.916667,0.744186,0.307692,0.933333,0.744186,0.307692,0.933333
breast-cancer-uci,17,0.165000,0.215811,0.035609,10,0.720930,0.307692,0.900000,0.720930,0.307692,0.900000,0.720930,0.307692,0.900000,0.720930,0.307692,0.900000,0.709302,0.269231,0.900000,0.709302,0.269231,0.900000
breast-cancer-uci,18,0.210000,0.052161,0.010954,30,0.720930,0.346154,0.883333,0.744186,0.307692,0.933333,0.755814,0.346154,0.933333,0.744186,0.307692,0.933333,0.744186,0.307692,0.933333,0.744186,0.307692,0.933333
breast-cancer-uci,19,0.145000,0.160319,0.023246,0,0.744186,0.461538,0.866667,0.720930,0.384615,0.866667,0.720930,0.384615,0.866667,0.720930,0.384615,0.866667,0.720930,0.384615,0.866667,0.720930,0.384615,0.866667
breast-cancer-uci,20,0.185000,0.195667,0.036198,0,0.709302,0.307692,0.883333,0.697674,0.307692,0.866667,0.697674,0.307692,0.866667,0.686047,0.269231,0.866667,0.686047,0.269231,0.866667,0.686047,0.269231,0.866667
