dataset,rep,M,S,MS,K_star,rf_acc,rf_rmin,rf_rmaj,Kstar_acc,Kstar_rmin,Kstar_rmaj,K0_acc,K0_rmin,K0_rmaj,K10_acc,K10_rmin,K10_rmaj,K20_acc,K20_rmin,K20_rmaj,K30_acc,K30_rmin,K30_rmaj
australian,2,0.082816,0.412183,0.034135,30,0.869565,0.804348,0.921739,0.874396,0.815217,0.921739,0.874396,0.815217,0.921739,0.874396,0.815217,0.921739,0.874396,0.815217,0.921739,0.874396,0.815217,0.921739
australian,3,0.074534,0.334953,0.024965,0,0.869565,0.902174,0.843478,0.869565,0.902174,0.843478,0.869565,0.902174,0.843478,0.869565,0.902174,0.843478,0.869565,0.902174,0.843478,0.869565,0.902174,0.843478
australian,4,0.057971,0.348488,0.020202,20,0.826087,0.826087,0.826087,0.826087,0.836957,0.817391,0.821256,0.826087,0.817391,0.826087,0.836957,0.817391,0.826087,0.836957,0.817391,0.821256,0.836957,0.808696
australian,5,0.086957,0.284708,0.024757,20,0.859903,0.826087,0.886957,0.855072,0.826087,0.878261,0.855072,0.826087,0.878261,0.855072,0.826087,0.878261,0.855072,0.826087,0.878261,0.855072,0.826087,0.878261
australian,6,0.099379,0.396799,0.039433,20,0.913043,0.913043,0.913043,0.898551,0.891304,0.904348,0.908213,0.913043,0.904348,0.903382,0.902174,0.904348,0.898551,0.891304,0.904348,0.884058,0.869565,0.895652
australian,7,0.060041,0.495509,0.029751,0,0.845411,0.847826,0.843478,0.840580,0.847826,0.834783,0.840580,0.847826,0.834783,0.840580,0.847826,0.834783,0.840580,0.847826,0.834783,0.840580,0.847826,0.834783
australian,8,0.089027,0.750511,0.066816,20,0.855072,0.836957,0.869565,0.859903,0.847826,0.869565,0.855072,0.847826,0.860870,0.855072,0.847826,0.860870,0.859903,0.847826,0.869565,0.859903,0.847826,0.869565
australian,9,0.084886,0.875000,0.074275,20,0.893720,0.891304,0.895652,0.888889,0.891304,0.886957,0.893720,0.902174,0.886957,0.888889,0.891304,0.886957,0.888889,0.891304,0.886957,0.888889,0.891304,0.886957
australian,10,0.084886,0.479819,0.040730,0,0.888889,0.880435,0.895652,0.893720,0.891304,0.895652,0.893720,0.891304,0.895652,0.893720,0.891304,0.895652,0.893720,0.891304,0.895652,0.893720,0.891304,0.895652
australian,11,0.086957,0.144637,0.012577,10,0.874396,0.858696,0.886957,0.874396,0.858696,0.886957,0.869565,0.847826,0.886957,0.874396,0.858696,0.886957,0.874396,0.858696,0.886957,0.874396,0.858696,0.886957
australian,12,0.089027,0.464286,0.041334,0,0.888889,0.880435,0.895652,0.888889,0.880435,0.895652,0.888889,0.880435,0.895652,0.888889,0.880435,0.895652,0.888889,0.880435,0.895652,0.888889,0.880435,0.895652
australian,13,0.089027,0.270149,0.024051,20,0.898551,0.869565,0.921739,0.898551,0.869565,0.921739,0.898551,0.869565,0.921739,0.898551,0.869565,0.921739,0.898551,0.869565,0.921739,0.898551,0.869565,0.921739
australian,14,0.072464,0.133642,0.009684,0,0.864734,0.913043,0.826087,0.869565,0.923913,0.826087,0.869565,0.923913,0.826087,0.869565,0.923913,0.826087,0.869565,0.923913,0.826087,0.864734,0.923913,0.817391
australian,15,0.074534,0.203410,0.015161,30,0.859903,0.880435,0.843478,0.855072,0.869565,0.843478,0.855072,0.869565,0.843478,0.855072,0.869565,0.843478,0.855072,0.869565,0.843478,0.855072,0.869565,0.843478
australian,16,0.076605,0.595441,0.045613,0,0.884058,0.847826,0.913043,0.884058,0.847826,0.913043,0.884058,0.847826,0.913043,0.884058,0.847826,0.913043,0.884058,0.847826,0.913043,0.884058,0.847826,0.913043
australian,17,0.091097,0.355818,0.032414,20,0.869565,0.793478,0.930435,0.879227,0.815217,0.930435,0.874396,0.804348,0.930435,0.879227,0.815217,0.930435,0.879227,0.815217,0.930435,0.879227,0.815217,0.930435
australian,18,0.082816,0.427778,0.035427,20,0.869565,0.891304,0.852174,0.869565,0.891304,0.852174,0.869565,0.891304,0.852174,0.869565,0.891304,0.852174,0.869565,0.891304,0.852174,0.869565,0.891304,0.852174
australian,19,0.082816,0.315437,0.026123,0,0.869565,0.836957,0.895652,0.879227,0.858696,0.895652,0.879227,0.858696,0.895652,0.879227,0.858696,0.895652,0.879227,0.858696,0.895652,0.879227,0.858696,0.895652
australian,20,0.093168,0.514647,0.047948,30,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565
australian,21,0.084886,0.170506,0.014474,10,0.869565,0.869565,0.869565,0.874396,0.880435,0.869565,0.874396,0.880435,0.869565,0.874396,0.880435,0.869565,0.874396,0.880435,0.869565,0.874396,0.880435,0.869565
australian,22,0.099379,0.483333,0.048033,10,0.893720,0.923913,0.869565,0.893720,0.923913,0.869565,0.893720,0.923913,0.869565,0.893720,0.923913,0.869565,0.893720,0.923913,0.869565,0.893720,0.923913,0.869565
australian,23,0.078675,0.287823,0.022644,0,0.869565,0.880435,0.860870,0.869565,0.880435,0.860870,0.869565,0.880435,0.860870,0.869565,0.880435,0.860870,0.869565,0.880435,0.860870,0.869565,0.880435,0.860870
australian,24,0.093168,0.505061,0.047055,20,0.864734,0.869565,0.860870,0.869565,0.880435,0.860870,0.864734,0.869565,0.860870,0.869565,0.880435,0.860870,0.869565,0.880435,0.860870,0.869565,0.880435,0.860870
australian,25,0.086957,0.374328,0.032550,20,0.869565,0.826087,0.904348,0.869565,0.826087,0.904348,0.869565,0.826087,0.904348,0.869565,0.826087,0.904348,0.869565,0.826087,0.904348,0.869565,0.826087,0.904348
australian,26,0.089027,0.051558,0.004590,0,0.835749,0.782609,0.878261,0.835749,0.782609,0.878261,0.835749,0.782609,0.878261,0.835749,0.782609,0.878261,0.835749,0.782609,0.878261,0.835749,0.782609,0.878261
australian,27,0.086957,0.075637,0.006577,0,0.864734,0.869565,0.860870,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.869565,0.864734,0.858696,0.869565
australian,28,0.084886,0.068492,0.005814,0,0.922705,0.913043,0.930435,0.917874,0.902174,0.930435,0.917874,0.902174,0.930435,0.917874,0.902174,0.930435,0.917874,0.902174,0.930435,0.917874,0.902174,0.930435
australian,29,0.086957,0.341667,0.029710,30,0.850242,0.869565,0.834783,0.845411,0.869565,0.826087,0.845411,0.869565,0.826087,0.845411,0.869565,0.826087,0.850242,0.869565,0.834783,0.845411,0.869565,0.826087
breast-w,0,0.018828,0.121321,0.002284,0,0.960976,0.958333,0.962406,0.956098,0.944444,0.962406,0.956098,0.944444,0.962406,0.956098,0.944444,0.962406,0.956098,0.944444,0.962406,0.956098,0.944444,0.962406
breast-w,1,0.018828,0.061396,0.001156,0,0.980488,0.972222,0.984962,0.980488,0.972222,0.984962,0.980488,0.972222,0.984962,0.980488,0.972222,0.984962,0.980488,0.972222,0.984962,0.980488,0.972222,0.984962
breast-w,2,0.033473,0.179367,0.006004,0,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444
breast-w,3,0.018828,0.087880,0.001655,0,0.965854,0.986111,0.954887,0.965854,0.986111,0.954887,0.965854,0.986111,0.954887,0.965854,0.986111,0.954887,0.965854,0.986111,0.954887,0.965854,0.986111,0.954887
breast-w,4,0.027197,0.171466,0.004663,0,0.970732,0.958333,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444
breast-w,5,0.025105,0.073805,0.001853,0,0.956098,0.944444,0.962406,0.956098,0.944444,0.962406,0.956098,0.944444,0.962406,0.956098,0.944444,0.962406,0.956098,0.944444,0.962406,0.956098,0.944444,0.962406
breast-w,6,0.018828,0.092811,0.001747,0,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444
breast-w,7,0.016736,0.224819,0.003763,0,0.970732,0.986111,0.962406,0.965854,0.986111,0.954887,0.965854,0.986111,0.954887,0.965854,0.986111,0.954887,0.965854,0.986111,0.954887,0.965854,0.986111,0.954887
breast-w,8,0.014644,0.206377,0.003022,0,0.965854,0.930556,0.984962,0.960976,0.930556,0.977444,0.960976,0.930556,0.977444,0.956098,0.930556,0.969925,0.956098,0.930556,0.969925,0.956098,0.930556,0.969925
breast-w,9,0.020921,0.154549,0.003233,0,0.970732,0.958333,0.977444,0.970732,0.958333,0.977444,0.970732,0.958333,0.977444,0.970732,0.958333,0.977444,0.970732,0.958333,0.977444,0.970732,0.958333,0.977444
breast-w,10,0.012552,0.193769,0.002432,0,0.970732,0.972222,0.969925,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444
breast-w,11,0.025105,0.223943,0.005622,0,0.985366,1.000000,0.977444,0.985366,1.000000,0.977444,0.985366,1.000000,0.977444,0.985366,1.000000,0.977444,0.985366,1.000000,0.977444,0.985366,1.000000,0.977444
breast-w,12,0.025105,0.107075,0.002688,0,0.975610,0.958333,0.984962,0.975610,0.958333,0.984962,0.975610,0.958333,0.984962,0.975610,0.958333,0.984962,0.975610,0.958333,0.984962,0.975610,0.958333,0.984962
breast-w,13,0.016736,0.135376,0.002266,0,0.970732,0.986111,0.962406,0.970732,0.986111,0.962406,0.970732,0.986111,0.962406,0.970732,0.986111,0.962406,0.970732,0.986111,0.962406,0.970732,0.986111,0.962406
breast-w,14,0.025105,0.281360,0.007063,0,0.980488,0.958333,0.992481,0.980488,0.958333,0.992481,0.980488,0.958333,0.992481,0.980488,0.958333,0.992481,0.980488,0.958333,0.992481,0.975610,0.944444,0.992481
breast-w,15,0.014644,0.138095,0.002022,0,0.960976,0.958333,0.962406,0.960976,0.958333,0.962406,0.960976,0.958333,0.962406,0.960976,0.958333,0.962406,0.960976,0.958333,0.962406,0.960976,0.958333,0.962406
breast-w,16,0.018828,0.199404,0.003754,30,0.985366,0.986111,0.984962,0.985366,0.986111,0.984962,0.985366,0.986111,0.984962,0.985366,0.986111,0.984962,0.985366,0.986111,0.984962,0.985366,0.986111,0.984962
breast-w,17,0.014644,0.085352,0.001250,0,0.970732,1.000000,0.954887,0.970732,1.000000,0.954887,0.970732,1.000000,0.954887,0.970732,1.000000,0.954887,0.970732,1.000000,0.954887,0.970732,1.000000,0.954887
breast-w,18,0.023013,0.154746,0.003561,0,0.980488,0.972222,0.984962,0.980488,0.972222,0.984962,0.980488,0.972222,0.984962,0.980488,0.972222,0.984962,0.980488,0.972222,0.984962,0.980488,0.972222,0.984962
breast-w,19,0.020921,0.095872,0.002006,0,0.970732,0.944444,0.984962,0.975610,0.958333,0.984962,0.975610,0.958333,0.984962,0.975610,0.958333,0.984962,0.975610,0.958333,0.984962,0.975610,0.958333,0.984962
breast-w,20,0.016736,0.241641,0.004044,0,0.960976,0.972222,0.954887,0.960976,0.972222,0.954887,0.960976,0.972222,0.954887,0.960976,0.972222,0.954887,0.960976,0.972222,0.954887,0.960976,0.972222,0.954887
breast-w,21,0.029289,0.226546,0.006635,0,0.965854,0.944444,0.977444,0.965854,0.944444,0.977444,0.965854,0.944444,0.977444,0.965854,0.944444,0.977444,0.965854,0.944444,0.977444,0.965854,0.944444,0.977444
breast-w,22,0.023013,0.083792,0.001928,0,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444,0.975610,0.972222,0.977444
breast-w,23,0.016736,0.208689,0.003493,0,0.975610,1.000000,0.962406,0.975610,1.000000,0.962406,0.975610,1.000000,0.962406,0.975610,1.000000,0.962406,0.975610,1.000000,0.962406,0.975610,1.000000,0.962406
breast-w,24,0.016736,0.059963,0.001004,0,0.960976,0.972222,0.954887,0.970732,1.000000,0.954887,0.970732,1.000000,0.954887,0.970732,1.000000,0.954887,0.970732,1.000000,0.954887,0.970732,1.000000,0.954887
breast-w,25,0.027197,0.100549,0.002735,0,0.970732,0.972222,0.969925,0.970732,0.972222,0.969925,0.970732,0.972222,0.969925,0.970732,0.972222,0.969925,0.970732,0.972222,0.969925,0.970732,0.972222,0.969925
breast-w,26,0.031381,0.200626,0.006296,0,0.965854,0.944444,0.977444,0.965854,0.944444,0.977444,0.965854,0.944444,0.977444,0.965854,0.944444,0.977444,0.965854,0.944444,0.977444,0.965854,0.944444,0.977444
breast-w,27,0.027197,0.045493,0.001237,0,0.985366,0.972222,0.992481,0.985366,0.972222,0.992481,0.985366,0.972222,0.992481,0.985366,0.972222,0.992481,0.985366,0.972222,0.992481,0.985366,0.972222,0.992481
breast-w,28,0.023013,0.071142,0.001637,0,0.965854,0.930556,0.984962,0.965854,0.930556,0.984962,0.965854,0.930556,0.984962,0.965854,0.930556,0.984962,0.965854,0.930556,0.984962,0.965854,0.930556,0.984962
breast-w,29,0.012552,0.181414,0.002277,0,0.965854,0.916667,0.992481,0.965854,0.916667,0.992481,0.965854,0.916667,0.992481,0.965854,0.916667,0.992481,0.965854,0.916667,0.992481,0.965854,0.916667,0.992481
transfusion,0,0.082218,0.133273,0.010957,30,0.706667,0.351852,0.818713,0.755556,0.425926,0.859649,0.746667,0.425926,0.847953,0.751111,0.425926,0.853801,0.751111,0.425926,0.853801,0.755556,0.425926,0.859649
transfusion,1,0.101338,0.232718,0.023583,0,0.728889,0.222222,0.888889,0.733333,0.240741,0.888889,0.733333,0.240741,0.888889,0.733333,0.222222,0.894737,0.742222,0.240741,0.900585,0.742222,0.240741,0.900585
transfusion,2,0.084130,0.358501,0.030161,30,0.768889,0.240741,0.935673,0.786667,0.314815,0.935673,0.786667,0.296296,0.941520,0.782222,0.296296,0.935673,0.786667,0.314815,0.935673,0.786667,0.314815,0.935673
transfusion,3,0.101338,0.308743,0.031288,20,0.782222,0.444444,0.888889,0.800000,0.444444,0.912281,0.804444,0.462963,0.912281,0.800000,0.444444,0.912281,0.800000,0.444444,0.912281,0.804444,0.481481,0.906433
transfusion,4,0.057361,0.291475,0.016719,20,0.715556,0.277778,0.853801,0.742222,0.370370,0.859649,0.733333,0.351852,0.853801,0.733333,0.351852,0.853801,0.742222,0.370370,0.859649,0.742222,0.370370,0.859649
transfusion,5,0.105163,0.327946,0.034488,20,0.760000,0.277778,0.912281,0.777778,0.277778,0.935673,0.782222,0.259259,0.947368,0.777778,0.277778,0.935673,0.777778,0.277778,0.935673,0.777778,0.277778,0.935673
transfusion,6,0.089866,0.224776,0.020200,30,0.733333,0.259259,0.883041,0.746667,0.351852,0.871345,0.746667,0.277778,0.894737,0.746667,0.296296,0.888889,0.746667,0.333333,0.877193,0.746667,0.351852,0.871345
transfusion,7,0.122371,0.168312,0.020597,20,0.728889,0.333333,0.853801,0.737778,0.314815,0.871345,0.737778,0.314815,0.871345,0.737778,0.314815,0.871345,0.737778,0.314815,0.871345,0.733333,0.314815,0.865497
transfusion,8,0.086042,0.129178,0.011115,20,0.724444,0.277778,0.865497,0.760000,0.333333,0.894737,0.737778,0.333333,0.865497,0.746667,0.333333,0.877193,0.760000,0.333333,0.894737,0.760000,0.333333,0.894737
transfusion,9,0.080306,0.420811,0.033794,30,0.773333,0.388889,0.894737,0.791111,0.407407,0.912281,0.782222,0.407407,0.900585,0.782222,0.425926,0.894737,0.782222,0.407407,0.900585,0.791111,0.407407,0.912281
transfusion,10,0.093690,0.320735,0.030050,30,0.702222,0.203704,0.859649,0.724444,0.259259,0.871345,0.724444,0.240741,0.877193,0.724444,0.259259,0.871345,0.720000,0.259259,0.865497,0.724444,0.259259,0.871345
transfusion,11,0.089866,0.206370,0.018546,30,0.751111,0.370370,0.871345,0.755556,0.370370,0.877193,0.751111,0.370370,0.871345,0.751111,0.370370,0.871345,0.755556,0.370370,0.877193,0.755556,0.370370,0.877193
transfusion,12,0.091778,0.241566,0.022171,20,0.760000,0.444444,0.859649,0.777778,0.500000,0.865497,0.777778,0.481481,0.871345,0.777778,0.500000,0.865497,0.777778,0.500000,0.865497,0.786667,0.537037,0.865497
transfusion,13,0.103250,0.382112,0.039453,30,0.702222,0.296296,0.830409,0.742222,0.351852,0.865497,0.715556,0.296296,0.847953,0.733333,0.296296,0.871345,0.742222,0.333333,0.871345,0.742222,0.351852,0.865497
transfusion,14,0.101338,0.240893,0.024412,30,0.737778,0.296296,0.877193,0.742222,0.351852,0.865497,0.746667,0.314815,0.883041,0.746667,0.314815,0.883041,0.746667,0.351852,0.871345,0.742222,0.351852,0.865497
transfusion,15,0.078394,0.273741,0.021460,20,0.755556,0.388889,0.871345,0.755556,0.425926,0.859649,0.764444,0.388889,0.883041,0.760000,0.407407,0.871345,0.755556,0.425926,0.859649,0.764444,0.444444,0.865497
transfusion,16,0.095602,0.537946,0.051429,30,0.728889,0.370370,0.842105,0.768889,0.388889,0.888889,0.773333,0.388889,0.894737,0.768889,0.388889,0.888889,0.768889,0.388889,0.888889,0.768889,0.388889,0.888889
transfusion,17,0.101338,0.232720,0.023583,30,0.773333,0.259259,0.935673,0.786667,0.333333,0.929825,0.782222,0.314815,0.929825,0.777778,0.314815,0.923977,0.782222,0.314815,0.929825,0.786667,0.333333,0.929825
transfusion,18,0.082218,0.050540,0.004155,0,0.764444,0.351852,0.894737,0.777778,0.370370,0.906433,0.777778,0.370370,0.906433,0.777778,0.370370,0.906433,0.777778,0.370370,0.906433,0.777778,0.370370,0.906433
transfusion,19,0.080306,0.440082,0.035341,30,0.724444,0.333333,0.847953,0.760000,0.351852,0.888889,0.737778,0.351852,0.859649,0.742222,0.351852,0.865497,0.751111,0.351852,0.877193,0.760000,0.351852,0.888889
transfusion,20,0.084130,0.187401,0.015766,30,0.742222,0.296296,0.883041,0.751111,0.296296,0.894737,0.742222,0.296296,0.883041,0.751111,0.296296,0.894737,0.751111,0.296296,0.894737,0.751111,0.296296,0.894737
transfusion,21,0.103250,0.256788,0.026514,20,0.791111,0.388889,0.918129,0.791111,0.370370,0.923977,0.786667,0.370370,0.918129,0.786667,0.370370,0.918129,0.791111,0.370370,0.923977,0.791111,0.370370,0.923977
transfusion,22,0.078394,0.350724,0.027495,30,0.737778,0.333333,0.865497,0.751111,0.388889,0.865497,0.733333,0.351852,0.853801,0.737778,0.370370,0.853801,0.751111,0.388889,0.865497,0.751111,0.388889,0.865497
transfusion,23,0.070746,0.109294,0.007732,0,0.733333,0.314815,0.865497,0.746667,0.388889,0.859649,0.746667,0.388889,0.859649,0.746667,0.388889,0.859649,0.746667,0.388889,0.859649,0.746667,0.388889,0.859649
transfusion,24,0.101338,0.085574,0.008672,30,0.742222,0.351852,0.865497,0.755556,0.351852,0.883041,0.751111,0.351852,0.877193,0.751111,0.351852,0.877193,0.755556,0.351852,0.883041,0.755556,0.351852,0.883041
transfusion,25,0.082218,0.203995,0.016772,10,0.773333,0.333333,0.912281,0.791111,0.407407,0.912281,0.782222,0.388889,0.906433,0.791111,0.407407,0.912281,0.791111,0.407407,0.912281,0.791111,0.407407,0.912281
transfusion,26,0.110899,0.184507,0.020462,20,0.751111,0.351852,0.877193,0.760000,0.425926,0.865497,0.751111,0.370370,0.871345,0.755556,0.388889,0.871345,0.760000,0.425926,0.865497,0.760000,0.425926,0.865497
transfusion,27,0.093690,0.254972,0.023888,30,0.773333,0.314815,0.918129,0.786667,0.333333,0.929825,0.782222,0.314815,0.929825,0.782222,0.314815,0.929825,0.791111,0.333333,0.935673,0.786667,0.333333,0.929825
transfusion,28,0.084130,0.316612,0.026637,30,0.746667,0.240741,0.906433,0.755556,0.277778,0.906433,0.751111,0.259259,0.906433,0.755556,0.259259,0.912281,0.751111,0.259259,0.906433,0.755556,0.277778,0.906433
transfusion,29,0.087954,0.416933,0.036671,30,0.728889,0.351852,0.847953,0.764444,0.500000,0.847953,0.751111,0.444444,0.847953,0.742222,0.481481,0.824561,0.751111,0.481481,0.836257,0.764444,0.500000,0.847953
diabetes,0,0.197393,0.046179,0.009115,20,0.757576,0.555556,0.866667,0.757576,0.555556,0.866667,0.757576,0.555556,0.866667,0.757576,0.555556,0.866667,0.757576,0.555556,0.866667,0.757576,0.555556,0.866667
diabetes,1,0.201117,0.097497,0.019608,0,0.796537,0.654321,0.873333,0.792208,0.641975,0.873333,0.792208,0.641975,0.873333,0.792208,0.641975,0.873333,0.792208,0.641975,0.873333,0.792208,0.641975,0.873333
diabetes,2,0.178771,0.036893,0.006595,0,0.744589,0.493827,0.880000,0.744589,0.493827,0.880000,0.744589,0.493827,0.880000,0.744589,0.493827,0.880000,0.744589,0.493827,0.880000,0.744589,0.493827,0.880000
diabetes,3,0.208566,0.069528,0.014501,20,0.779221,0.617284,0.866667,0.774892,0.604938,0.866667,0.779221,0.617284,0.866667,0.774892,0.604938,0.866667,0.774892,0.604938,0.866667,0.774892,0.604938,0.866667
diabetes,4,0.162011,0.105371,0.017071,30,0.783550,0.617284,0.873333,0.783550,0.629630,0.866667,0.783550,0.617284,0.873333,0.787879,0.629630,0.873333,0.783550,0.629630,0.866667,0.783550,0.629630,0.866667
diabetes,5,0.167598,0.050108,0.008398,0,0.761905,0.567901,0.866667,0.761905,0.580247,0.860000,0.761905,0.580247,0.860000,0.761905,0.580247,0.860000,0.761905,0.580247,0.860000,0.761905,0.580247,0.860000
diabetes,6,0.199255,0.068556,0.013660,30,0.766234,0.629630,0.840000,0.757576,0.629630,0.826667,0.761905,0.629630,0.833333,0.761905,0.629630,0.833333,0.757576,0.629630,0.826667,0.757576,0.629630,0.826667
diabetes,7,0.191806,0.066272,0.012711,10,0.779221,0.555556,0.900000,0.766234,0.543210,0.886667,0.770563,0.543210,0.893333,0.766234,0.543210,0.886667,0.766234,0.543210,0.886667,0.766234,0.543210,0.886667
diabetes,8,0.184358,0.088516,0.016319,0,0.757576,0.555556,0.866667,0.761905,0.555556,0.873333,0.761905,0.555556,0.873333,0.761905,0.555556,0.873333,0.761905,0.555556,0.873333,0.761905,0.555556,0.873333
diabetes,9,0.208566,0.098002,0.020440,0,0.770563,0.666667,0.826667,0.770563,0.666667,0.826667,0.770563,0.666667,0.826667,0.770563,0.666667,0.826667,0.770563,0.666667,0.826667,0.770563,0.666667,0.826667
diabetes,10,0.223464,0.089500,0.020000,10,0.779221,0.604938,0.873333,0.774892,0.592593,0.873333,0.774892,0.592593,0.873333,0.774892,0.592593,0.873333,0.774892,0.592593,0.873333,0.774892,0.592593,0.873333
diabetes,11,0.178771,0.051102,0.009136,30,0.740260,0.567901,0.833333,0.735931,0.567901,0.826667,0.735931,0.567901,0.826667,0.735931,0.567901,0.826667,0.735931,0.567901,0.826667,0.735931,0.567901,0.826667
diabetes,12,0.184358,0.099903,0.018418,10,0.722944,0.530864,0.826667,0.722944,0.530864,0.826667,0.722944,0.530864,0.826667,0.722944,0.530864,0.826667,0.722944,0.530864,0.826667,0.722944,0.530864,0.826667
diabetes,13,0.171322,0.062280,0.010670,0,0.714286,0.592593,0.780000,0.714286,0.592593,0.780000,0.714286,0.592593,0.780000,0.714286,0.592593,0.780000,0.714286,0.592593,0.780000,0.714286,0.592593,0.780000
diabetes,14,0.169460,0.063041,0.010683,0,0.727273,0.518519,0.840000,0.727273,0.518519,0.840000,0.727273,0.518519,0.840000,0.727273,0.518519,0.840000,0.727273,0.518519,0.840000,0.727273,0.518519,0.840000
diabetes,15,0.199255,0.028758,0.005730,0,0.761905,0.604938,0.846667,0.770563,0.641975,0.840000,0.770563,0.641975,0.840000,0.770563,0.641975,0.840000,0.770563,0.641975,0.840000,0.770563,0.641975,0.840000
diabetes,16,0.148976,0.037156,0.005535,0,0.757576,0.555556,0.866667,0.761905,0.567901,0.866667,0.761905,0.567901,0.866667,0.761905,0.567901,0.866667,0.757576,0.567901,0.860000,0.757576,0.567901,0.860000
diabetes,17,0.171322,0.074077,0.012691,20,0.805195,0.617284,0.906667,0.792208,0.617284,0.886667,0.796537,0.617284,0.893333,0.792208,0.617284,0.886667,0.792208,0.617284,0.886667,0.792208,0.617284,0.886667
diabetes,18,0.188082,0.038514,0.007244,20,0.774892,0.543210,0.900000,0.783550,0.567901,0.900000,0.783550,0.567901,0.900000,0.783550,0.567901,0.900000,0.783550,0.567901,0.900000,0.783550,0.567901,0.900000
diabetes,19,0.199255,0.039671,0.007905,0,0.779221,0.716049,0.813333,0.774892,0.716049,0.806667,0.774892,0.716049,0.806667,0.774892,0.716049,0.806667,0.774892,0.716049,0.806667,0.774892,0.716049,0.806667
diabetes,20,0.188082,0.040444,0.007607,0,0.705628,0.444444,0.846667,0.709957,0.456790,0.846667,0.709957,0.456790,0.846667,0.709957,0.456790,0.846667,0.709957,0.456790,0.846667,0.709957,0.456790,0.846667
diabetes,21,0.184358,0.080308,0.014805,30,0.718615,0.555556,0.806667,0.714286,0.543210,0.806667,0.718615,0.555556,0.806667,0.718615,0.555556,0.806667,0.718615,0.555556,0.806667,0.714286,0.543210,0.806667
diabetes,22,0.182495,0.052629,0.009605,0,0.740260,0.518519,0.860000,0.748918,0.518519,0.873333,0.748918,0.518519,0.873333,0.748918,0.518519,0.873333,0.748918,0.518519,0.873333,0.748918,0.518519,0.873333
diabetes,23,0.188082,0.060468,0.011373,30,0.757576,0.592593,0.846667,0.766234,0.604938,0.853333,0.766234,0.604938,0.853333,0.766234,0.604938,0.853333,0.766234,0.604938,0.853333,0.766234,0.604938,0.853333
diabetes,24,0.184358,0.047403,0.008739,20,0.783550,0.629630,0.866667,0.783550,0.629630,0.866667,0.783550,0.629630,0.866667,0.783550,0.629630,0.866667,0.783550,0.629630,0.866667,0.783550,0.629630,0.866667
diabetes,25,0.176909,0.054938,0.009719,0,0.761905,0.567901,0.866667,0.766234,0.567901,0.873333,0.766234,0.567901,0.873333,0.761905,0.555556,0.873333,0.757576,0.555556,0.866667,0.757576,0.555556,0.866667
diabetes,26,0.165736,0.012776,0.002117,10,0.744589,0.555556,0.846667,0.744589,0.567901,0.840000,0.744589,0.567901,0.840000,0.744589,0.567901,0.840000,0.744589,0.567901,0.840000,0.744589,0.567901,0.840000
diabetes,27,0.188082,0.080631,0.015165,20,0.783550,0.555556,0.906667,0.783550,0.555556,0.906667,0.787879,0.567901,0.906667,0.783550,0.555556,0.906667,0.783550,0.555556,0.906667,0.783550,0.555556,0.906667
diabetes,28,0.165736,0.065572,0.010868,0,0.779221,0.629630,0.860000,0.792208,0.654321,0.866667,0.792208,0.654321,0.866667,0.792208,0.654321,0.866667,0.792208,0.654321,0.866667,0.792208,0.654321,0.866667
diabetes,29,0.175047,0.078980,0.013825,0,0.761905,0.555556,0.873333,0.770563,0.567901,0.880000,0.770563,0.567901,0.880000,0.770563,0.567901,0.880000,0.770563,0.567901,0.880000,0.770563,0.567901,0.880000
wdbc,0,0.032663,0.233374,0.007623,10,0.941520,0.906250,0.962617,0.947368,0.906250,0.971963,0.947368,0.906250,0.971963,0.947368,0.906250,0.971963,0.947368,0.906250,0.971963,0.947368,0.906250,0.971963
wdbc,1,0.020101,0.288141,0.005792,0,0.935673,0.890625,0.962617,0.947368,0.906250,0.971963,0.947368,0.906250,0.971963,0.947368,0.906250,0.971963,0.947368,0.906250,0.971963,0.947368,0.906250,0.971963
wdbc,2,0.052764,0.148519,0.007836,20,0.976608,0.968750,0.981308,0.976608,0.968750,0.981308,0.976608,0.968750,0.981308,0.976608,0.968750,0.981308,0.976608,0.968750,0.981308,0.976608,0.968750,0.981308
