dataset,rep,M,S,MS,rf_acc,rf_rmin,rf_rmaj,K0_alpha,K0_acc,K0_rmin,K0_rmaj,K10_alpha,K10_acc,K10_rmin,K10_rmaj,K20_alpha,K20_acc,K20_rmin,K20_rmaj,K30_alpha,K30_acc,K30_rmin,K30_rmaj
diabetes,11,0.178771,0.051102,0.009136,0.740260,0.567901,0.833333,1.000000,0.735931,0.567901,0.826667,1.091356,0.735931,0.567901,0.826667,1.182711,0.735931,0.567901,0.826667,1.274067,0.735931,0.567901,0.826667
diabetes,12,0.184358,0.099903,0.018418,0.722944,0.530864,0.826667,1.000000,0.722944,0.530864,0.826667,1.184179,0.722944,0.530864,0.826667,1.368357,0.722944,0.530864,0.826667,1.552536,0.722944,0.530864,0.826667
diabetes,13,0.171322,0.062280,0.010670,0.714286,0.592593,0.780000,1.000000,0.714286,0.592593,0.780000,1.106700,0.714286,0.592593,0.780000,1.213400,0.714286,0.592593,0.780000,1.320100,0.714286,0.592593,0.780000
diabetes,14,0.169460,0.063041,0.010683,0.727273,0.518519,0.840000,1.000000,0.727273,0.518519,0.840000,1.106829,0.727273,0.518519,0.840000,1.213658,0.727273,0.518519,0.840000,1.320487,0.727273,0.518519,0.840000
diabetes,15,0.199255,0.028758,0.005730,0.761905,0.604938,0.846667,1.000000,0.770563,0.641975,0.840000,1.057301,0.770563,0.641975,0.840000,1.114603,0.770563,0.641975,0.840000,1.171904,0.770563,0.641975,0.840000
diabetes,16,0.148976,0.037156,0.005535,0.757576,0.555556,0.866667,1.000000,0.761905,0.567901,0.866667,1.055353,0.761905,0.567901,0.866667,1.110706,0.757576,0.567901,0.860000,1.166059,0.757576,0.567901,0.860000
diabetes,17,0.171322,0.074077,0.012691,0.805195,0.617284,0.906667,1.000000,0.796537,0.617284,0.893333,1.126911,0.792208,0.617284,0.886667,1.253822,0.792208,0.617284,0.886667,1.380733,0.792208,0.617284,0.886667
diabetes,18,0.188082,0.038514,0.007244,0.774892,0.543210,0.900000,1.000000,0.783550,0.567901,0.900000,1.072437,0.783550,0.567901,0.900000,1.144875,0.783550,0.567901,0.900000,1.217312,0.783550,0.567901,0.900000
diabetes,19,0.199255,0.039671,0.007905,0.779221,0.716049,0.813333,1.000000,0.774892,0.716049,0.806667,1.079046,0.774892,0.716049,0.806667,1.158091,0.774892,0.716049,0.806667,1.237137,0.774892,0.716049,0.806667
diabetes,20,0.188082,0.040444,0.007607,0.705628,0.444444,0.846667,1.000000,0.709957,0.456790,0.846667,1.076068,0.709957,0.456790,0.846667,1.152136,0.709957,0.456790,0.846667,1.228205,0.709957,0.456790,0.846667
diabetes,21,0.184358,0.080308,0.014805,0.718615,0.555556,0.806667,1.000000,0.718615,0.555556,0.806667,1.148053,0.718615,0.555556,0.806667,1.296107,0.718615,0.555556,0.806667,1.444160,0.714286,0.543210,0.806667
diabetes,22,0.182495,0.052629,0.009605,0.740260,0.518519,0.860000,1.000000,0.748918,0.518519,0.873333,1.096045,0.748918,0.518519,0.873333,1.192091,0.748918,0.518519,0.873333,1.288136,0.748918,0.518519,0.873333
diabetes,23,0.188082,0.060468,0.011373,0.757576,0.592593,0.846667,1.000000,0.766234,0.604938,0.853333,1.113728,0.766234,0.604938,0.853333,1.227457,0.766234,0.604938,0.853333,1.341185,0.766234,0.604938,0.853333
diabetes,24,0.184358,0.047403,0.008739,0.783550,0.629630,0.866667,1.000000,0.783550,0.629630,0.866667,1.087392,0.783550,0.629630,0.866667,1.174783,0.783550,0.629630,0.866667,1.262175,0.783550,0.629630,0.866667
diabetes,25,0.176909,0.054938,0.009719,0.761905,0.567901,0.866667,1.000000,0.766234,0.567901,0.873333,1.097191,0.761905,0.555556,0.873333,1.194382,0.757576,0.555556,0.866667,1.291572,0.757576,0.555556,0.866667
diabetes,26,0.165736,0.012776,0.002117,0.744589,0.555556,0.846667,1.000000,0.744589,0.567901,0.840000,1.021174,0.744589,0.567901,0.840000,1.042347,0.744589,0.567901,0.840000,1.063521,0.744589,0.567901,0.840000
diabetes,27,0.188082,0.080631,0.015165,0.783550,0.555556,0.906667,1.000000,0.787879,0.567901,0.906667,1.151653,0.783550,0.555556,0.906667,1.303306,0.783550,0.555556,0.906667,1.454959,0.783550,0.555556,0.906667
diabetes,28,0.165736,0.065572,0.010868,0.779221,0.629630,0.860000,1.000000,0.792208,0.654321,0.866667,1.108676,0.792208,0.654321,0.866667,1.217351,0.792208,0.654321,0.866667,1.326027,0.792208,0.654321,0.866667
diabetes,29,0.175047,0.078980,0.013825,0.761905,0.555556,0.873333,1.000000,0.770563,0.567901,0.880000,1.138252,0.770563,0.567901,0.880000,1.276505,0.770563,0.567901,0.880000,1.414757,0.770563,0.567901,0.880000
wdbc,0,0.032663,0.233374,0.007623,0.941520,0.906250,0.962617,1.000000,0.947368,0.906250,0.971963,1.076228,0.947368,0.906250,0.971963,1.152455,0.947368,0.906250,0.971963,1.228683,0.947368,0.906250,0.971963
wdbc,1,0.020101,0.288141,0.005792,0.935673,0.890625,0.962617,1.000000,0.947368,0.906250,0.971963,1.057918,0.947368,0.906250,0.971963,1.115836,0.947368,0.906250,0.971963,1.173754,0.947368,0.906250,0.971963
wdbc,2,0.052764,0.148519,0.007836,0.976608,0.968750,0.981308,1.000000,0.976608,0.968750,0.981308,1.078364,0.976608,0.968750,0.981308,1.156729,0.976608,0.968750,0.981308,1.235093,0.976608,0.968750,0.981308
wdbc,3,0.047739,0.111289,0.005313,0.953216,0.937500,0.962617,1.000000,0.953216,0.937500,0.962617,1.053128,0.953216,0.937500,0.962617,1.106255,0.953216,0.937500,0.962617,1.159383,0.953216,0.937500,0.962617
wdbc,4,0.040201,0.294989,0.011859,0.959064,0.921875,0.981308,1.000000,0.970760,0.937500,0.990654,1.118588,0.970760,0.937500,0.990654,1.237177,0.970760,0.937500,0.990654,1.355765,0.970760,0.937500,0.990654
wdbc,5,0.037688,0.255621,0.009634,0.947368,0.890625,0.981308,1.000000,0.959064,0.937500,0.971963,1.096339,0.959064,0.937500,0.971963,1.192679,0.959064,0.937500,0.971963,1.289018,0.959064,0.937500,0.971963
wdbc,6,0.030151,0.157539,0.004750,0.953216,0.968750,0.943925,1.000000,0.947368,0.953125,0.943925,1.047499,0.947368,0.953125,0.943925,1.094998,0.953216,0.953125,0.953271,1.142497,0.959064,0.953125,0.962617
wdbc,7,0.042714,0.161858,0.006914,0.953216,0.906250,0.981308,1.000000,0.964912,0.937500,0.981308,1.069135,0.964912,0.937500,0.981308,1.138271,0.964912,0.937500,0.981308,1.207406,0.964912,0.937500,0.981308
wdbc,8,0.040201,0.105469,0.004240,0.970760,0.937500,0.990654,1.000000,0.970760,0.937500,0.990654,1.042400,0.970760,0.937500,0.990654,1.084799,0.970760,0.937500,0.990654,1.127199,0.970760,0.937500,0.990654
wdbc,9,0.035176,0.247449,0.008704,0.935673,0.921875,0.943925,1.000000,0.935673,0.921875,0.943925,1.087042,0.935673,0.921875,0.943925,1.174085,0.935673,0.921875,0.943925,1.261127,0.935673,0.921875,0.943925
wdbc,10,0.035176,0.142245,0.005004,0.976608,0.968750,0.981308,1.000000,0.976608,0.968750,0.981308,1.050036,0.976608,0.968750,0.981308,1.100072,0.976608,0.968750,0.981308,1.150108,0.982456,0.968750,0.990654
wdbc,11,0.045226,0.245561,0.011106,0.953216,0.937500,0.962617,1.000000,0.953216,0.937500,0.962617,1.111058,0.953216,0.937500,0.962617,1.222115,0.953216,0.937500,0.962617,1.333173,0.953216,0.937500,0.962617
wdbc,12,0.042714,0.240719,0.010282,0.976608,0.984375,0.971963,1.000000,0.982456,0.984375,0.981308,1.102819,0.982456,0.984375,0.981308,1.205639,0.982456,0.984375,0.981308,1.308458,0.982456,0.984375,0.981308
wdbc,13,0.037688,0.207284,0.007812,0.964912,0.937500,0.981308,1.000000,0.964912,0.937500,0.981308,1.078122,0.964912,0.937500,0.981308,1.156244,0.964912,0.937500,0.981308,1.234366,0.964912,0.937500,0.981308
wdbc,14,0.035176,0.111185,0.003911,0.959064,0.937500,0.971963,1.000000,0.964912,0.953125,0.971963,1.039110,0.964912,0.953125,0.971963,1.078220,0.964912,0.953125,0.971963,1.117331,0.964912,0.953125,0.971963
wdbc,15,0.055276,0.168059,0.009290,0.970760,0.921875,1.000000,1.000000,0.976608,0.937500,1.000000,1.092897,0.976608,0.937500,1.000000,1.185794,0.976608,0.937500,1.000000,1.278691,0.976608,0.937500,1.000000
wdbc,16,0.032663,0.183423,0.005991,0.941520,0.890625,0.971963,1.000000,0.941520,0.890625,0.971963,1.059912,0.941520,0.890625,0.971963,1.119824,0.941520,0.890625,0.971963,1.179736,0.941520,0.890625,0.971963
wdbc,17,0.035176,0.203117,0.007145,0.959064,0.968750,0.953271,1.000000,0.953216,0.953125,0.953271,1.071448,0.953216,0.953125,0.953271,1.142896,0.953216,0.953125,0.953271,1.214345,0.953216,0.953125,0.953271
wdbc,18,0.035176,0.193458,0.006805,0.964912,0.984375,0.953271,1.000000,0.964912,0.984375,0.953271,1.068050,0.964912,0.984375,0.953271,1.136101,0.964912,0.984375,0.953271,1.204151,0.964912,0.984375,0.953271
wdbc,19,0.022613,0.151418,0.003424,0.941520,0.890625,0.971963,1.000000,0.953216,0.906250,0.981308,1.034240,0.953216,0.906250,0.981308,1.068480,0.953216,0.906250,0.981308,1.102721,0.953216,0.906250,0.981308
wdbc,20,0.032663,0.166331,0.005433,0.953216,0.953125,0.953271,1.000000,0.953216,0.953125,0.953271,1.054329,0.953216,0.953125,0.953271,1.108658,0.953216,0.953125,0.953271,1.162987,0.953216,0.953125,0.953271
wdbc,21,0.040201,0.124720,0.005014,0.982456,0.968750,0.990654,1.000000,0.982456,0.968750,0.990654,1.050139,0.982456,0.968750,0.990654,1.100278,0.982456,0.968750,0.990654,1.150416,0.982456,0.968750,0.990654
wdbc,22,0.047739,0.186738,0.008915,0.970760,0.937500,0.990654,1.000000,0.970760,0.937500,0.990654,1.089146,0.970760,0.937500,0.990654,1.178293,0.970760,0.937500,0.990654,1.267439,0.970760,0.937500,0.990654
wdbc,23,0.050251,0.128761,0.006470,0.964912,0.953125,0.971963,1.000000,0.964912,0.953125,0.971963,1.064704,0.964912,0.953125,0.971963,1.129409,0.964912,0.953125,0.971963,1.194113,0.964912,0.953125,0.971963
wdbc,24,0.035176,0.247624,0.008710,0.953216,0.921875,0.971963,1.000000,0.953216,0.921875,0.971963,1.087104,0.953216,0.921875,0.971963,1.174208,0.953216,0.921875,0.971963,1.261311,0.953216,0.921875,0.971963
wdbc,25,0.032663,0.191580,0.006258,0.941520,0.906250,0.962617,1.000000,0.941520,0.906250,0.962617,1.062576,0.941520,0.906250,0.962617,1.125153,0.941520,0.906250,0.962617,1.187729,0.941520,0.906250,0.962617
wdbc,26,0.037688,0.224934,0.008477,0.964912,0.953125,0.971963,1.000000,0.964912,0.953125,0.971963,1.084774,0.964912,0.953125,0.971963,1.169548,0.964912,0.953125,0.971963,1.254322,0.964912,0.953125,0.971963
wdbc,27,0.045226,0.163926,0.007414,0.976608,0.984375,0.971963,1.000000,0.988304,1.000000,0.981308,1.074137,0.988304,1.000000,0.981308,1.148274,0.988304,1.000000,0.981308,1.222412,0.988304,1.000000,0.981308
wdbc,28,0.035176,0.157134,0.005527,0.929825,0.843750,0.981308,1.000000,0.923977,0.828125,0.981308,1.055273,0.929825,0.843750,0.981308,1.110547,0.929825,0.843750,0.981308,1.165820,0.929825,0.843750,0.981308
wdbc,29,0.040201,0.144135,0.005794,0.947368,0.937500,0.953271,1.000000,0.941520,0.906250,0.962617,1.057944,0.941520,0.906250,0.962617,1.115888,0.941520,0.906250,0.962617,1.173831,0.941520,0.906250,0.962617
banknote,0,0.008333,0.536076,0.004467,0.995146,1.000000,0.991266,1.000000,0.995146,1.000000,0.991266,1.044673,0.995146,1.000000,0.991266,1.089346,0.995146,1.000000,0.991266,1.134019,0.995146,1.000000,0.991266
banknote,1,0.007292,0.564873,0.004119,0.985437,0.983607,0.986900,1.000000,0.992718,0.994536,0.991266,1.041189,0.992718,0.994536,0.991266,1.082377,0.992718,0.994536,0.991266,1.123566,0.992718,0.994536,0.991266
banknote,2,0.007292,0.519949,0.003791,0.987864,0.983607,0.991266,1.000000,0.990291,0.983607,0.995633,1.037913,0.990291,0.983607,0.995633,1.075826,0.990291,0.983607,0.995633,1.113739,0.990291,0.983607,0.995633
banknote,3,0.008333,0.782916,0.006524,0.985437,0.972678,0.995633,1.000000,0.992718,0.989071,0.995633,1.065243,0.992718,0.989071,0.995633,1.130486,0.992718,0.989071,0.995633,1.195729,0.995146,0.989071,1.000000
banknote,4,0.004167,0.540717,0.002253,0.990291,0.994536,0.986900,1.000000,0.992718,0.994536,0.991266,1.022530,0.992718,0.994536,0.991266,1.045060,0.992718,0.994536,0.991266,1.067590,0.992718,0.994536,0.991266
banknote,5,0.005208,0.388705,0.002025,0.995146,1.000000,0.991266,1.000000,0.997573,1.000000,0.995633,1.020245,0.997573,1.000000,0.995633,1.040490,0.997573,1.000000,0.995633,1.060735,0.997573,1.000000,0.995633
banknote,6,0.005208,0.637116,0.003318,0.992718,0.989071,0.995633,1.000000,0.992718,0.989071,0.995633,1.033183,0.992718,0.989071,0.995633,1.066366,0.992718,0.989071,0.995633,1.099549,0.992718,0.989071,0.995633
banknote,7,0.006250,0.566693,0.003542,0.987864,0.983607,0.991266,1.000000,0.992718,0.994536,0.991266,1.035418,0.992718,0.994536,0.991266,1.070837,0.992718,0.994536,0.991266,1.106255,0.992718,0.994536,0.991266
banknote,8,0.005208,0.305151,0.001589,0.987864,0.994536,0.982533,1.000000,0.990291,0.994536,0.986900,1.015893,0.990291,0.994536,0.986900,1.031787,0.990291,0.994536,0.986900,1.047680,0.990291,0.994536,0.986900
banknote,9,0.007292,0.530604,0.003869,0.997573,1.000000,0.995633,1.000000,0.997573,1.000000,0.995633,1.038690,1.000000,1.000000,1.000000,1.077380,1.000000,1.000000,1.000000,1.116070,1.000000,1.000000,1.000000
banknote,10,0.007292,0.264379,0.001928,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.019278,1.000000,1.000000,1.000000,1.038555,1.000000,1.000000,1.000000,1.057833,1.000000,1.000000,1.000000
banknote,11,0.008333,0.578516,0.004821,0.990291,0.994536,0.986900,1.000000,0.990291,0.994536,0.986900,1.048210,0.990291,0.994536,0.986900,1.096419,0.990291,0.994536,0.986900,1.144629,0.990291,0.994536,0.986900
banknote,12,0.009375,0.448523,0.004205,0.992718,1.000000,0.986900,1.000000,0.997573,1.000000,0.995633,1.042049,0.997573,1.000000,0.995633,1.084098,0.997573,1.000000,0.995633,1.126147,0.997573,1.000000,0.995633
banknote,13,0.005208,0.616271,0.003210,0.990291,0.983607,0.995633,1.000000,0.987864,0.983607,0.991266,1.032097,0.987864,0.983607,0.991266,1.064195,0.987864,0.983607,0.991266,1.096292,0.987864,0.983607,0.991266
banknote,14,0.008333,0.568176,0.004735,0.992718,1.000000,0.986900,1.000000,0.990291,0.994536,0.986900,1.047348,0.990291,0.994536,0.986900,1.094696,0.990291,0.994536,0.986900,1.142044,0.990291,0.994536,0.986900
banknote,15,0.007292,0.585466,0.004269,0.997573,0.994536,1.000000,1.000000,0.997573,0.994536,1.000000,1.042690,0.997573,0.994536,1.000000,1.085380,0.997573,0.994536,1.000000,1.128071,0.997573,0.994536,1.000000
banknote,16,0.003125,0.638889,0.001997,0.990291,1.000000,0.982533,1.000000,0.990291,1.000000,0.982533,1.019965,0.990291,1.000000,0.982533,1.039931,0.990291,1.000000,0.982533,1.059896,0.990291,1.000000,0.982533
banknote,17,0.007292,0.536433,0.003911,0.985437,0.983607,0.986900,1.000000,0.992718,1.000000,0.986900,1.039115,0.992718,1.000000,0.986900,1.078230,0.992718,1.000000,0.986900,1.117345,0.992718,1.000000,0.986900
banknote,18,0.007292,0.734456,0.005355,0.997573,1.000000,0.995633,1.000000,0.997573,1.000000,0.995633,1.053554,0.997573,1.000000,0.995633,1.107108,0.997573,1.000000,0.995633,1.160662,0.997573,1.000000,0.995633
banknote,19,0.006250,0.718182,0.004489,0.992718,0.994536,0.991266,1.000000,0.995146,1.000000,0.991266,1.044886,0.995146,1.000000,0.991266,1.089773,0.995146,1.000000,0.991266,1.134659,0.995146,1.000000,0.991266
banknote,20,0.004167,0.614897,0.002562,0.992718,1.000000,0.986900,1.000000,0.995146,0.994536,0.995633,1.025621,0.995146,0.994536,0.995633,1.051241,0.995146,0.994536,0.995633,1.076862,0.995146,0.994536,0.995633
banknote,21,0.008333,0.600535,0.005004,0.990291,0.989071,0.991266,1.000000,0.992718,0.994536,0.991266,1.050045,0.992718,0.994536,0.991266,1.100089,0.992718,0.994536,0.991266,1.150134,0.992718,0.994536,0.991266
banknote,22,0.004167,0.561371,0.002339,0.995146,1.000000,0.991266,1.000000,0.995146,1.000000,0.991266,1.023390,0.995146,1.000000,0.991266,1.046781,0.995146,1.000000,0.991266,1.070171,0.995146,1.000000,0.991266
banknote,23,0.004167,0.531942,0.002216,0.992718,0.994536,0.991266,1.000000,0.995146,1.000000,0.991266,1.022164,0.995146,1.000000,0.991266,1.044328,0.995146,1.000000,0.991266,1.066493,0.995146,1.000000,0.991266
banknote,24,0.007292,0.480539,0.003504,0.997573,1.000000,0.995633,1.000000,1.000000,1.000000,1.000000,1.035039,1.000000,1.000000,1.000000,1.070079,1.000000,1.000000,1.000000,1.105118,1.000000,1.000000,1.000000
banknote,25,0.005208,0.395132,0.002058,0.995146,0.994536,0.995633,1.000000,1.000000,1.000000,1.000000,1.020580,1.000000,1.000000,1.000000,1.041160,1.000000,1.000000,1.000000,1.061739,1.000000,1.000000,1.000000
banknote,26,0.008333,0.578103,0.004818,0.995146,1.000000,0.991266,1.000000,0.995146,1.000000,0.991266,1.048175,0.995146,1.000000,0.991266,1.096350,0.995146,1.000000,0.991266,1.144526,0.995146,1.000000,0.991266
banknote,27,0.003125,0.458705,0.001433,0.985437,0.983607,0.986900,1.000000,0.987864,0.983607,0.991266,1.014335,0.987864,0.983607,0.991266,1.028669,0.987864,0.983607,0.991266,1.043004,0.987864,0.983607,0.991266
banknote,28,0.007292,0.793924,0.005789,0.983010,0.978142,0.986900,1.000000,0.990291,0.978142,1.000000,1.057890,0.990291,0.978142,1.000000,1.115781,0.990291,0.978142,1.000000,1.173671,0.990291,0.978142,1.000000
banknote,29,0.005208,0.324922,0.001692,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.016923,1.000000,1.000000,1.000000,1.033846,1.000000,1.000000,1.000000,1.050769,1.000000,1.000000,1.000000
german-credit,0,0.210000,0.034098,0.007161,0.740000,0.344444,0.909524,1.000000,0.743333,0.344444,0.914286,1.071606,0.743333,0.344444,0.914286,1.143212,0.743333,0.344444,0.914286,1.214818,0.743333,0.344444,0.914286
german-credit,1,0.227143,0.047214,0.010724,0.746667,0.400000,0.895238,1.000000,0.746667,0.400000,0.895238,1.107242,0.746667,0.400000,0.895238,1.214484,0.746667,0.400000,0.895238,1.321727,0.746667,0.400000,0.895238
german-credit,2,0.211429,0.021953,0.004641,0.740000,0.366667,0.900000,1.000000,0.743333,0.366667,0.904762,1.046414,0.743333,0.366667,0.904762,1.092829,0.743333,0.366667,0.904762,1.139243,0.743333,0.366667,0.904762
german-credit,3,0.245714,0.033317,0.008187,0.773333,0.411111,0.928571,1.000000,0.773333,0.411111,0.928571,1.081865,0.773333,0.411111,0.928571,1.163731,0.773333,0.411111,0.928571,1.245596,0.773333,0.411111,0.928571
german-credit,4,0.210000,0.035229,0.007398,0.783333,0.355556,0.966667,1.000000,0.783333,0.355556,0.966667,1.073980,0.783333,0.355556,0.966667,1.147961,0.783333,0.355556,0.966667,1.221941,0.783333,0.355556,0.966667
german-credit,5,0.235714,0.031573,0.007442,0.750000,0.400000,0.900000,1.000000,0.743333,0.377778,0.900000,1.074423,0.746667,0.388889,0.900000,1.148845,0.746667,0.388889,0.900000,1.223268,0.746667,0.388889,0.900000
german-credit,6,0.217143,0.029810,0.006473,0.763333,0.355556,0.938095,1.000000,0.763333,0.355556,0.938095,1.064731,0.763333,0.355556,0.938095,1.129462,0.763333,0.355556,0.938095,1.194193,0.763333,0.355556,0.938095
german-credit,7,0.227143,0.026081,0.005924,0.736667,0.333333,0.909524,1.000000,0.736667,0.333333,0.909524,1.059241,0.736667,0.333333,0.909524,1.118481,0.740000,0.344444,0.909524,1.177722,0.740000,0.344444,0.909524
german-credit,8,0.224286,0.071156,0.015959,0.790000,0.466667,0.928571,1.000000,0.790000,0.466667,0.928571,1.159594,0.790000,0.466667,0.928571,1.319187,0.790000,0.466667,0.928571,1.478781,0.790000,0.466667,0.928571
german-credit,9,0.221429,0.020375,0.004512,0.763333,0.400000,0.919048,1.000000,0.766667,0.400000,0.923810,1.045116,0.766667,0.400000,0.923810,1.090231,0.766667,0.400000,0.923810,1.135347,0.766667,0.400000,0.923810
german-credit,10,0.228571,0.020719,0.004736,0.746667,0.355556,0.914286,1.000000,0.746667,0.355556,0.914286,1.047358,0.746667,0.355556,0.914286,1.094716,0.746667,0.355556,0.914286,1.142074,0.746667,0.355556,0.914286
german-credit,11,0.227143,0.025481,0.005788,0.750000,0.355556,0.919048,1.000000,0.750000,0.355556,0.919048,1.057878,0.750000,0.355556,0.919048,1.115756,0.750000,0.355556,0.919048,1.173634,0.750000,0.355556,0.919048
german-credit,12,0.235714,0.035817,0.008443,0.733333,0.344444,0.900000,1.000000,0.733333,0.344444,0.900000,1.084427,0.733333,0.344444,0.900000,1.168854,0.733333,0.344444,0.900000,1.253281,0.733333,0.344444,0.900000
german-credit,13,0.217143,0.027299,0.005928,0.746667,0.355556,0.914286,1.000000,0.746667,0.355556,0.914286,1.059278,0.746667,0.355556,0.914286,1.118557,0.746667,0.355556,0.914286,1.177835,0.746667,0.355556,0.914286
german-credit,14,0.250000,0.022610,0.005653,0.766667,0.444444,0.904762,1.000000,0.773333,0.444444,0.914286,1.056526,0.773333,0.444444,0.914286,1.113052,0.773333,0.444444,0.914286,1.169578,0.773333,0.444444,0.914286
german-credit,15,0.228571,0.033725,0.007709,0.746667,0.400000,0.895238,1.000000,0.746667,0.400000,0.895238,1.077086,0.746667,0.400000,0.895238,1.154172,0.746667,0.400000,0.895238,1.231257,0.746667,0.400000,0.895238
